"","HR","upper","lower","p value","model"
"BMP4",1.1090751958205,1.19838082787655,1.02642479032633,0.00879204674444335,1
"BMP5",1.11628188883414,1.20128054650814,1.03729745641949,0.00330358433841241,1
"BNC2",1.12898151082073,1.22514535059363,1.04036574203826,0.00362831949556378,1
"BRDT",1.12170136525343,1.212030457656,1.03810423646014,0.00365714099483728,1
"BTRC",1.12074888552141,1.21607866487126,1.03289211519096,0.0062009273083744,1
"C10orf32",1.16398092835773,1.29681118282477,1.0447562602208,0.00588569393406716,1
"C16orf45",1.16159662222615,1.26547832233109,1.06624245469626,0.000608847623486624,1
"C1orf21",1.11546364190141,1.21170250318355,1.02686850372503,0.00965609010501259,1
"C1orf63",1.13547205069335,1.238193227699,1.04127267785313,0.0040370705503618,1
"C1QTNF3",1.17359167087685,1.27730726923289,1.07829763685499,0.000211685488040927,1
"C2orf76",1.18694368906815,1.33338112160006,1.05658862135989,0.00388518010994675,1
"CACNB3",1.13056153234143,1.22359314245928,1.04460325418402,0.00235379709636031,1
"CALD1",1.14204224333325,1.24106032657138,1.0509243246546,0.00174338770183556,1
"CAMSAP2",1.14627052612065,1.23976570113776,1.05982615735141,0.000643941813130882,1
"CASQ2",1.1193009771362,1.21396529608774,1.03201852759349,0.00651220112776769,1
"CBFA2T2",1.11289029186417,1.2056378247652,1.02727765858435,0.00882125881159166,1
"CCDC126",1.16748082675409,1.2993688071082,1.04897968412206,0.00457371830936269,1
"CCDC92",1.15770605428819,1.25579323004984,1.06728024651187,0.000416834421753338,1
"CCNH",1.12481361627955,1.21816221651658,1.03861838285037,0.003834374557921,1
"CCNL2",1.12792766993694,1.22755317082821,1.03638755439899,0.00531009183239611,1
"CCSER2",1.13949212919907,1.25446365423728,1.03505773811843,0.00775546572446783,1
"CD248",1.11723211418976,1.20683440477097,1.03428241028131,0.00485745468943661,1
"CDC42",1.12822415237283,1.23126323211673,1.03380796631855,0.00681776959007787,1
"CDH11",1.12301237245758,1.21859307646836,1.03492856889339,0.00537312677388076,1
"CDH7",1.13369510889002,1.23337707954011,1.04206947027132,0.00351880244347456,1
"CDK14",1.13697888614107,1.23114755376181,1.05001304155675,0.00156670455044446,1
"CDK6",1.17237833706457,1.26963226074965,1.08257407102017,9.18046506323783e-05,1
"CDK7",1.14474891392945,1.23886621541864,1.05778175208355,0.000798183579334196,1
"CDKL3",1.12075163314378,1.21739459651441,1.03178067882905,0.00690659280423159,1
"CFDP1",1.12202453529007,1.21406652448525,1.03696052267537,0.00420683796566286,1
"CHMP4B",1.15821595669668,1.27630000825046,1.05105711327673,0.00302420808839228,1
"CHN2",1.1417610591322,1.23386492830626,1.05653243417833,0.000810208901251454,1
"CILP",1.17509398735938,1.26845047004336,1.08860843346999,3.52448269984922e-05,1
"CILP2",1.15056254615776,1.27599528930518,1.03746007819659,0.00789468775659826,1
"CLCA1",1.13079964257737,1.23170825527361,1.0381580428468,0.00482280307584229,1
"CLDN15",1.11674506340055,1.21197769927519,1.02899544882329,0.00818041537197944,1
"CLDN9",1.14412501431809,1.23963135408309,1.05597687899449,0.000996653783811064,1
"CLSTN2",1.1086293069864,1.19867550714404,1.02534750479509,0.00964779123135391,1
"CMTM3",1.15838452291182,1.28046113964632,1.04794644786508,0.00402638085562704,1
"CNFN",1.13867252077033,1.25075834198355,1.03663119088316,0.00670814131132872,1
"CNN1",1.11298418204706,1.2040054606159,1.0288439961504,0.0076087274174027,1
"CNPY4",1.14819358319886,1.24369128485856,1.06002873908453,0.000698704176284038,1
"CNTN1",1.13116207973939,1.22383932434983,1.04550297182198,0.00215866220243395,1
"CNTN4",1.1464270251499,1.27004269265294,1.03484310535158,0.00890935793600054,1
"COG3",1.23134446095847,1.37321913241982,1.10412762663838,0.000183815995026409,1
"COL10A1",1.14264852800487,1.23876210682674,1.05399224867822,0.00121178215224092,1
"COL11A1",1.16950035528459,1.26745090411608,1.07911957502183,0.000135910083696515,1
"COL12A1",1.20640910685422,1.3444160373033,1.08256885719702,0.000684751485143058,1
"COL16A1",1.20491037147746,1.30662042792791,1.11111763773378,6.53481755719186e-06,1
"COL1A1",1.20760135834067,1.37310459654282,1.06204657994584,0.00399469536119293,2
"COL1A2",1.13632890735527,1.23399510071275,1.04639263555051,0.00238219051574935,1
"COL3A1",1.12830982523438,1.22382033700565,1.04025323262345,0.00359276205677314,1
"COL4A5",1.12579582452144,1.22017100890551,1.0387201705823,0.0039154362566866,1
"COL5A1",1.17228643923412,1.27029386933762,1.08184061088857,0.000104379418979618,1
"COL5A2",1.15781388724334,1.25417352906725,1.06885767114741,0.00032744443288319,1
"COL8A1",1.15179778463573,1.25553870987665,1.0566286218464,0.00131895337183885,1
"COMMD6",1.15228240514987,1.2708790089106,1.04475306611297,0.00456996500253407,1
"COMP",1.1248225671588,1.21756944367902,1.03914057153626,0.00361746218655372,1
"COPZ2",1.17500965866364,1.28000821214343,1.07862409385709,0.00022150653386331,1
"COQ5",1.16945960294766,1.29666439024895,1.05473380252537,0.00296359218378868,1
"COQ6",1.11424748514641,1.20640766184098,1.02912763025766,0.00762830787145747,1
"CORIN",1.12282423156147,1.21663834771725,1.03624405506129,0.00466125460441613,1
"COX7C",1.15809440536441,1.28491843135526,1.04378816507577,0.00563569247541881,1
"CPE",1.12330368290394,1.21587270613857,1.0377822922211,0.00400368499217296,1
"CPEB1",1.16087865711491,1.25594343269724,1.07300951735601,0.000203460950540506,1
