"","HR","upper","lower","p value","model"
"ATP6V0D2",0.844236029290704,0.939080271558532,0.75897076611955,0.00182678853707748,1
"B2M",0.895549573495565,0.967052565123161,0.829333448369424,0.00488094071355001,1
"BATF",0.890954995885037,0.965618222459076,0.822064855684877,0.00492241052078258,1
"BBX",0.89687480560461,0.969174205052177,0.829968867036657,0.00593184188688328,1
"BCAP31",0.872925194710553,0.952905360859603,0.799658000531206,0.00237782471221169,1
"BCL2A1",0.87657823935184,0.951169341274278,0.807836603181262,0.00156977416102289,1
"BCL2L13",0.880454083248683,0.958121600137499,0.809082471993148,0.0031590779908507,1
"BCL2L15",0.807529288852435,0.908974714178501,0.717405602359212,0.000399143918237458,1
"BIRC3",0.884008859863834,0.958434946533343,0.815362239392812,0.00279600060698589,1
"BTG3",0.844553420614597,0.919275072403084,0.775905386411981,9.38820197393359e-05,1
"BTLA",0.797539933728635,0.908857800405728,0.699856397346124,0.000689939601400722,1
"BTN3A2",0.895864393224662,0.969620415591558,0.827718763077145,0.00644498676118918,1
"BTN3A3",0.868194110085527,0.945517295441725,0.797194315134194,0.00116640963878012,1
"C11orf82",0.857763198349099,0.951883388545369,0.77294941092147,0.00387354037500224,1
"C14orf182",0.83380980089947,0.939577916329762,0.739947983017523,0.00285615170000831,1
"C17orf62",0.839584600762684,0.913078382764711,0.772006341562332,4.42917930008913e-05,1
"C18orf21",0.859760570611126,0.957748953872559,0.771797490134275,0.00607153092876337,1
"C18orf8",0.871647067524566,0.94512551065315,0.803881179547381,0.000878757484837811,1
"C1orf158",0.844204279905716,0.946824504188941,0.752706402356598,0.00380965238624178,1
"C1orf170",0.862075726975653,0.96483911877716,0.770257491199675,0.00979716894000523,1
"C1orf177",0.862304573225955,0.95795124872068,0.776207743347498,0.00577300274846105,1
"C1orf194",0.85544073937127,0.958864874905942,0.763172035734281,0.00733366903518036,1
"C1QA",0.855788743257693,0.925151366830475,0.791626537391024,8.98399989345233e-05,1
"C1QB",0.863812446905231,0.934140389032179,0.798779232960345,0.00024642028955169,1
"C1QBP",0.893256191398676,0.968671403076548,0.823712376496176,0.00633998800945599,1
"C2",0.847947887703059,0.942110296492089,0.763196860216161,0.00214140008017233,1
"C21orf91",0.880631801093155,0.954921475066772,0.812121613499526,0.00209637871129614,1
"C2orf88",0.828324685268857,0.907740741069237,0.755856549324382,5.52650343541639e-05,1
"C6orf226",0.841506980638184,0.946871858514662,0.747866770033304,0.00414440299209988,1
"C9orf135",0.855190139154424,0.953319243286834,0.76716187075531,0.00476465737228697,1
"CAND2",0.879410971349321,0.96368753704015,0.802504574153619,0.00592078627098056,1
